Codice Categoria/Nodo;Codice Categoria/Nodo Padre;Nome Categoria/Nodo Italiana;Nome Categoria/Nodo Inglese;Descrizione Categoria/Nodo Italiana;Descrizione Categoria/Nodo Inglese
15096;19739;Plafoniera EuroLed 115;EuroLED 115 Downlight;Plafoniera Hella EuroLED 115 completamente stagna IP67 per installazioni esterne ed interne. Può essere montata a incasso oppure in superficie con distanziale e interruttore. Cassa in polimero antiurto resistente raggi UV e componenti sigillati resistenti alla corrosione. Precablato con 12 cm di cavo marino. Consumo ridotto 4,5W con 410 Lumen nella versione 5000 K° a luce bianca.;"IP67 fully sealed Hella EuroLED 115 downlight for interior and exterior applications. it can be surface or recessed mounted with spacer and switch. UV resistant anti-shock polymer case and corrosion resistant sealed components. Pre-wired with 12 cm of marine cable. 4.5W reduced consumption with 410 Lumens in version 5000 K° white light.

 "
15099;19739;Luce di Utilita' DuraLed 12;DuraLed 12 Utility Lamp;Luce di utilità Hella DuraLED 12 completamente stagna IP67 per installazioni esterne ed interne, ideale per passaggi, sala macchine e vani motore. Cassa antivibrazione in Nylon caricato e lenti in acrilico antishock, entrambi resistenti raggi UV. Omologazione CE-ISO8846 per protezione antideflagrazione. Precablata con 0,5 m di cavo marino. Consumo ridotto 2,5W con 100 Lumen, luce bianca 5000 K°.;"IP67 fully waterproof Hella DuraLed 12 utility light for indoor and outdoor installation, ideal for passages and engine rooms. Anri-vibrations reinforced Nylon case and anti-shock acrylic lenses, both UV resistant. 
CE-ISO8846 approval for explosion protection. Pre-wired with 0,5 m of marine cable. Reduced consumption 2,5W with 100 Lumens, 5000 K° white light."
15117;2539;Faro da Coperta Hella LED 70-GEN4;Hella LED 70-GEN4 Deck Light;Faro da coperta e da lavoro Hella LED Module 70 Gen4 potente, compatto e completamente stagno IP68. Staffa in Acciaio Inox, lenti infrangibili e cassa in Alluminio Anodizzato con doppio processo di copertura anticorrosione. Precablato con 1 metro di cavo marino.↵5 Anni di garanzia.;Powerful, compact and IP68 fully sealed Hella LED Module 70 Gen4 deck and work light. Stainless Steel bracket, unbreakable lenses and Anodized Aluminum case with double anti-corrosion layer. Pre-wired with 1 m of marine cable.↵5 years warranty. 
15118;2539;Faro da Coperta Hella LED Sea Hawk;Hella LED Sea Hawk Deck Light;Faro da coperta Hella LED Sea Hawk potente, leggero, compatto e completamente stagno IP67. Staffa in Acciaio Inox, lenti in Grilamide e cassa in polimero termoconduttivo antishock resistente raggi UV. Precablato con 2,5 metri di cavo marino.↵5 Anni di garanzia.;Powerful, compact, lightweight and completely sealed IP67 Hella LED Sea Hawk deck light. Stainless Steel mounting bracket, Grilamid lenses and UV resistant thermally conductive anti-shock polymer case. Pre-wired with 2,5 m of marine cable.↵5 years warranty.
15124;15123;Tenute Meccaniche Tor MM 87;Tor MM 87 Mechanical Shaft Seal;"Tenute meccaniche di alta precisione e qualità in materiale combinato Acciaio Inox 316 e Grafite, di facile installazione e manutenzione. 
La tenuta meccanica avviene nel perfetto contatto planare tra l’anello in Acciaio Inox e la parte in Grafite. 
L’anello in Acciaio Inox viene fissato con grani sull’asse porta elica (pertanto ruota insieme all’asse), mentre la parte in Grafite rimane ferma sulla tenuta. 
Le tenute meccaniche possono essere installate direttamente sul tubo astuccio con il manicotto di Gomma vincolato da fascette. 
La misura standard che attacca il manicotto di gomma al tubo astuccio e’ pari a 87 mm, ma attraverso riduzioni le tenute meccaniche possono essere installate anche su tubi astucci aventi dimensioni pari a 70 mm o misure in pollici da 2”1/2  e 3”. 
Puo’ essere corredata da un porta tenuta in Bronzo completo di boccola idrolub che va fissato a paratia (vedi codice 4900635&lt;&gt;4900680).";"High precision and quality mechanical shaft seal made of combined 316 Stainless Steel and Graphite, easy to install and upkeep. 
The mechanical seal takes place thanks to the perfect junction between the Stainless Steel ring and the Graphite part. 
The Stainless Steel ring is mounted with headless screws on the shaft (thus it rotates with it), while the Graphite part remains stopped on the shaft seal. The mechanical shaft seals can be mounted directly on sterntube with the Rubber sleeve fixed with clamps. 
The Rubber sleeve sterntube standard attach size is 87 mm, but by using reductions the mechanical seal can be mounted even on sterntubes of 70 mm or of 2”1/2 and 3”. It can be completed with wall mount Bronze shaft seal adapter complete with water lubricated bearing (see codes 4900635&lt;&gt;4900680)."
15125;15123;Porta Tenute Meccaniche Tor MM;Tor MM Mechanical Shaft Seal Adapter;Teste portatenuta in Bronzo per tenute meccaniche Tor MM complete di boccola idrolub a canali assiali e di portagomma per l'idrolubrificazione con acqua di mare. L'incasso è già filettato per tubi astuccio di assi portaelica da 35 a 80 mm. ;"Shaft seal Bronze adapter for Tor MM mechanical shaft seal complete with lined water lubricated bearing and pipe-to-hose fitting for marine water lubrication. 
Already threaded to suit 35 to 80 mm propeller shaft sterntubes."
15126;15123;Tenute Meccaniche Tor MM 113;Tor MM 113 Mechanical Shaft Seal;"Tenute meccaniche di alta precisione e qualità in materiale combinato Acciaio Inox 316 e Grafite, di facile installazione e manutenzione. 
La tenuta meccanica avviene nel perfetto contatto planare tra l’anello in Acciaio Inox e la parte in Grafite. 
L’anello in Acciaio Inox viene fissato con grani sull’asse porta elica (pertanto ruota insieme all’asse), mentre la parte in Grafite rimane ferma sulla tenuta. 
Le tenute meccaniche possono essere installate direttamente sul tubo astuccio con il manicotto di Gomma vincolato da fascette. 
La misura standard che attacca il manicotto di gomma al tubo astuccio e’ pari a 113 mm, ma attraverso riduzioni le tenute meccaniche possono essere installate anche su tubi astucci aventi dimensioni pari a 87 mm o misure in pollici da 3”1/4  e 4”. 
Puo’ essere corredata da un porta tenuta in Bronzo completo di boccola idrolub che va fissato a paratia (vedi codice 4900635&lt;&gt;4900680).";"High precision and quality mechanical shaft seal made of combined 316 Stainless Steel and Graphite, easy to install and upkeep. 
The mechanical seal takes place thanks to perfect junction between the Stainless Steel ring and the Graphite part. 
The Stainless Steel ring is mounted with headless screws on the shaft (thus it rotates with it, while the Graphite part remains stopped on the shaft seal. The mechanical shaft seals can be mounted directly on sterntube with the Rubber sleeve fixed with clamps. 
The Rubber sleeve sterntube standard attach size is 113 mm, but by using reductions the mechanical seal can be mounted even on sterntubes of 80 mm or of 3”1/4 and 4”. It can be completed with wall mount Bronze shaft seal adapter complete with water lubricated bearing (see codes 4900635&lt;&gt;4900680)."
15137;15136;Filtri Diesel Griffin Spin-on;Griffin Spin-on Diesel Filters;"Filtri gasolio Griffin con tecnologia MICROBLOC. Classificati di alta capacità (99.8% di efficienza nel separare l'acqua dal gasolio). 
Forniti di serie con cartuccia da 30 micron. Possono sostituire i filtri Racor tipo Spin-on.";"Griffin diesel filters with MICROBLOC technology. High capacity evaluated (99.8% effectiveness in separating water from diesel). Comes with 30 micron cartridge. 
Can replace Racor Spin-on filters."
15142;15140;Fanali Hella NaviLED Compact Black;Hella NaviLED Compact Black Navigation Lights;"Fanali di navigazione Hella Marine NaviLED Compact per imbarcazioni fino a 20 metri. Cassa e lenti stagne IP67 in materiale antishock resistente a corrosione e raggi UV. Consumo ultra basso, precablati con cavi marini, dotati di circuito di protezione per picchi di tensione e inversione di polarità. 5 Anni di garanzia. Dimensioni: 71 x H53 mm&nbsp;↵Certificati R.I.Na., CE(EMC), IMO-COLREG, USCG e ABYC.";Hella Marine NaviLED Compact navigation lights for vessels up to 20 meters.  IP67 waterproof case and lenses in anti-shock material resistant to corrosion and UV rays. Ultra low consumption, pre-wired with marine cables, equipped with protection circuit for voltage peaks and polarity reversal. 5 years warranty. Dimensions: 71 x H53 mm. ↵ R.I.Na., CE(EMC), IMO-COLREG, USCG e ABYC certified. 
15143;15140;Fanali Hella NaviLED Compact White;Hella NaviLED Compact White Navigation Lights;"Fanali di navigazione Hella Marine NaviLED Compact per imbarcazioni fino a 20 metri.&nbsp;Cassa e lenti stagne IP67 in materiale antishock resistente a corrosione e raggi UV. Consumo ultra basso, precablati con cavi marini, dotati di circuito di protezione per picchi di tensione e inversione di polarità. 5 Anni di garanzia. Dimensioni&nbsp;71 x H53 mm.&nbsp;↵Certificati R.I.Na., CE(EMC), IMO-COLREG, USCG e ABYC.";Hella Marine NaviLED Compact navigation lights for vessels up to 20 meters.  IP67 waterproof case and lenses in anti-shock material resistant to corrosion and UV rays. Ultra low consumption, pre-wired with marine cables, equipped with protection circuit for voltage peaks and polarity reversal. 5 years warranty. Dimensions: 71 x H53 mm. ↵R.I.Na., CE(EMC), IMO-COLREG, USCG e ABYC certified. 
15144;15140;Fanali Hella NaviLED Pro Black;Hella NaviLED Pro Black Navigation Lights;"Fanali di navigazione Hella Marine NaviLED PRO per imbarcazioni fino a 20 metri e 50 metri con fanale di prua 5NM. Corpo stagno IP67 resistente a corrosione e raggi UV. Precablati con cavi marini, dotati di circuito di protezione. 5 anni di garanzia. Dimensioni: 87 x H90 mm.↵Certificati R.I.Na., CE(EMC), IMO-COLREG, USCG e ABYC.&nbsp;";Hella Marine NaviLED PRO navigation lights for vessels up to 20 and 50 meters with 5NM bow light. IP67 waterproof case resistant to corrosion and UV rays. Pre-wired with marine cables, equipped with protection circuit. 5 years warranty. Dimensions: 87 x H90 mm.↵R.I.Na., CE(EMC), IMO-COLREG, USCG e ABYC certified.
15145;15140;Fanali Hella NaviLED Pro White;Hella NaviLED Pro White Navigation Lights;"Fanali di navigazione Hella Marine NaviLED PRO per imbarcazioni fino a 20 metri e 50 metri con fanale di prua 5NM. Corpo stagno IP67 resistente a corrosione e raggi UV. Precablati con cavi marini, dotati di circuito di protezione. 5 anni di garanzia. Dimensioni: 87 x H90 mm.↵Certificati R.I.Na., CE(EMC), IMO-COLREG, USCG e ABYC.&nbsp;";"Hella Marine NaviLED PRO navigation lights for vessels up to 20 and 50 meters with 5NM bow light. IP67 waterproof case resistant to corrosion and UV rays. Pre-wired with marine cables, equipped with protection circuit. 5 years warranty. Dimensions: 87 x H90 mm.↵R.I.Na., CE(EMC), IMO-COLREG, USCG e ABYC certified.&nbsp;"
15156;15136;Cartucce per Filtri Separatori Diesel Griffin;Griffin Spin-on Diesel Filter Elements;Cartucce ricambio con tecnologia MICROBLOC intercambiabili per filtri Spin-on Griffin e Racor. ;Griffin and Racor Spin-on filters interchangeable cartridge spares with MICROBLOC technology.
15157;4601;Anodi a Collare Gori A;Gori A Collar Anode;Anodo a collare per eliche Gori.;Collar anode for Gori propellers.
15158;4601;Anodi Ogiva Gori;Ogive Gori Anode ;Anodi a ogiva per eliche Gori.;Ogive anode for Gori propellers.
15159;4601;Anodi a Collare Gori B;Gori B Collar Anode;Anodo a collare per eliche Gori.;Collar anode for Gori propellers.
15160;4601;Anodi a Collare Gori C;Gori C Collar Anode;Anodo a collare per eliche Gori.;Collar anode for Gori propellers.
15161;4601;Anodi a Collare Gori D;Gori D Collar Anode;Anodo a collare per eliche Gori.;Collar anode for Gori propellers.
15162;4601;Anodi a Collare Gori E;Gori E Collar Anode;Anodo a collare per eliche Gori.;Collar anode for Gori propellers.
15163;5019;Filtri Gasolio Racor Marine MA;Racor Marine MA Diesel Filters;Filtri gasolio Racor di qualità superiore con elementi filtranti multistadio AQUABLOC (99% di efficienza nel separare l'acqua dal gasolio).↵I filtri vengono forniti di serie con cartuccia da 30 micron e scudo di protezione.↵500MA Bocche da UNF3/4↵900MA Bocche da UNF7/8↵1000MA Bocche da UNF7/8↵↵Possono sostituire i filtri Griffin GTB-S4MA.;Superior quality Racor diesel filters with AQUABLOC multilevel filtration elements (99% of effectiveness in separating water from diesel).↵All filters are base-equipped with 30 micron cartridge and protection shield.↵500MA with inlet UNF3/4↵900MA with inlet UNF7/8↵1000MA with inlet UNF7/8↵↵Can replace Griffin GTB-S4MA type filters.
15165;4765;Barra 40300;40300 Bar;"Barra anodo per motori Suzuki 40&lt;&gt;300.↵Zn  Zinco↵Al  Alluminio";"Suzuki 40&lt;&gt;300 engine bar anode.↵Zn  Zinc↵Al  Aluminum"
15166;4752;Barra 40200 4T;40200 4ST Bar;"Barra anodo per motori Johnson/Evinrude 40&lt;&gt;200 4T.↵Zn  Zinco↵Al  Alluminio";"Johnson/Evinrude 40&lt;&gt;200 4ST engine bar anode.↵Zn  Zinc↵Al  Aluminum"
15167;5019;Filtri Gasolio Griffin Marine GTB-S4MA;Griffin Marine GTB-S4MA Diesel Filters;Filtri gasolio Griffin di qualità superiore con elementi filtranti multistadio MICROBLOC (99.8% di efficienza nel separare l'acqua dal gasolio).↵I filtri vengono forniti di serie con cartuccia da 30 micron e scudo di protezione.↵GTB228S4MA Bocche da UNF3/4↵GTB341S4MA Bocche da UNF7/8↵GTB681S4MA Bocche da UNF7/8↵↵Possono sostituire i filtri Racor MA. ;Superior quality Griffin diesel filters with MICROBLOC multilevel filtration elements (99.8% of effectiveness in separating water from diesel).↵All filters are base-equipped with 30 micron cartridge and protection shield.↵GTB228S4MA with inlet UNF3/4↵GTB341S4MA with inlet UNF7/8↵GTB681S4MA with inlet UNF7/8↵↵Can replace Racor MA type filters. 
15172;5019;Filtri Gasolio Griffin Turbine GTB-S4;Griffin Turbine GTB-S4 Diesel Filters;Filtri gasolio Griffin di qualità superiore con elementi filtranti multistadio MICROBLOC (99.8% di efficienza nel separare l'acqua dal gasolio).↵I filtri vengono forniti di serie con cartuccia da 30 micron.↵GTB228S4 Bocche da UNF3/4↵GTB341S4 Bocche da UNF7/8↵GTB681S4 Bocche da UNF7/8↵↵Possono sostituire i filtri Racor FG/FH.;"Superior quality Griffin diesel filters with MICROBLOC multilevel filtration elements (99.8% of effectiveness in separating water from diesel).↵All filters are base-equipped with 30 micron cartridge.↵GTB228S4 with inlet UNF3/4↵
GTB341S4 with inlet UNF7/8↵
GTB681S4 with inlet UNF7/8↵↵Can replace Racor FG/FH type filters. "
15173;4601;Ogive Elica a Cono Standard ;Standard Cone Propeller Ogive;"Ogive a cono standard in Ottone con anodo di Zinco. 
Con filettatura per asse portaelica.";"Brass standard cone propeller ogive with Zinc anode. 
With propeller shaft thread.

"
15174;4601;Ogive Elica a Cono Mozzo;Cutted Cone Propeller Ogives;"Ogive a cono mozzo in Ottone con anodo di Zinco sostituibile. 
Con filettatura per asse portaelica.";"Brass cutted cone propeller ogives with replaceable Zinc anode. 
With propeller shaft thread."
15175;4461;Rondelle di Sicurezza Inox;Stainless Steel Safety Washers;Rondelle di sicurezza in Acciaio Inox per ogive elica.;Stainless Steel propeller ogive safety washers.
15176;5117;Barra di Prolunga Fissa per Fuoribordo;Outboard Fixed Extension;Barra di prolunga fissa per motori fuoribordo.;Outboard engine fixed tiller extension.
15177;5117;Barra di Prolunga Telescopica per Fuoribordo;Outboard Telescopic Extension;"Barra di prolunga telescopica per motori fuoribordo. 
Con pulsante per spegnimento motore.";"Outboard engine telescopic extension. 
With shut-down engine button.
"
15182;15136;Filtri Diesel Racor Spin-on;Racor Spin-on Diesel Filters;Filtri gasolio Racor con tecnologia AQUABLOC.↵Classificati di alta capacità (99% di efficienza nel separare l'acqua dal gasolio).↵Forniti con cartuccia da 30 micron. Possono sostituire i filtri Griffin tipo Spin-on.;"Racor diesel filters with AQUABLOC technology. ↵High capacity evaluated (99% effectiveness in separating water from diesel). ↵Comes with 30 micron cartridge. Can replace Griffin Spin-on filters.

"
15186;4940;Boccaporto per Serbatoi Installazione Fissa;Permanent Tanks Porthole;"Boccaporto di ispezione completo di raccordi per il funzionamento dei serbatoi 
in Plastica ad installazione fissa composto da: 
Disco boccaporto in Nylon rinforzato - tappo filettato con sfiato - pescante con portagomma ø 12 mm - sfiato ø 17-19 mm - flangia chiusura foro misuratore livello. ";"Inspection porthole for permanent installation of Plastic tanks composed of: 
Reinforced Nylon porthole dish - threaded cap with vent - dip tube with ø12 mm pipe-to-hose - ø 17-19 mm vent - gauge hole closing flange."
15188;4929;Serbatoio Centrale Bravo;Bravo Center Tank;Serbatoio sagomato a fondo barca in Plastica completo di boccaporto con sfiato da 17/19 mm, uscita con pescante da 12 mm e tappo filettato. Da completare con raccordo di carico 38/50/60 mm. Certificazione CE-ISO21487.;Bottom hull shaped Plastic fuel tank with inspection porthole, 17/19 mm vent,12 mm fuel dip tube and threaded cap. To be completed with 38/50/60 mm inlet. CE-ISO21487 certification.
15189;4940;Piastra Fissa Serbatoi P2;Tank P2 Tiedown Plates;Piastra per fissare serbatoi e batterie.;Tiedown plates for tanks and batteries fixing.
15192;15191;Remote Valve M;Remote Valve M;Valvola di blocco carburante. Comando a tiretto manuale.;Fuel shut-off valve. Pull cable remote control.
15193;15191;Valvola di Blocco Carburante 9300;Solenoid 9300 Remote Valve;Valvola di blocco carburante elettrocomandata con chiusura manuale di sicurezza e bocche filettate da completare con raccordi a scelta.;Fuel shut-off electrically controlled valve with safety manual lock and threaded ports, to be completed with fittings.
15195;15191;Valve 3;Valve 3;Valvola carburante con 3 uscite da 1/4.;Three 1/4 outlets fuel valve.
15196;15191;Valve 2;Valve 2;Valvola carburante con 2 uscite da 10 mm.;Double 10 mm outlet fuel valve.
15197;15191;Valve 1;Valve 1;Valvola carburante con filettatura da 1/4.;1/4 threaded ball fuel valve.
15198;15191;Gomiti in Ottone M/F-NPT;M/F-NPT Brass Elbows;Gomiti in Ottone con filettatura NPT per attacco linea carburante al serbatoio.;Fuel line to tank Brass elbow NPT threaded fittings.
15199;15191;Raccordi con Filettatura GAS;GAS Threaded Fittings;Raccordi in Ottone con filettatura Gas per serbatoi, filtri e valvole.;Tank, filter and valve Gas threaded Brass fittings.
15205;4929;Serbatoio Centrale Alpha1;Alpha1 Center Tank;Serbatoio sagomato a fondo barca in Plastica completo di boccaporto con sfiato da 17/19 mm, uscita con pescante da 12 mm e tappo filettato. Da completare con raccordo di carico 38/50/60 mm. Certificazione CE-ISO21487.;Bottom hull shaped Plastic fuel tank with inspection porthole, 17/19 mm vent, 12 mm fuel dip tube and threaded cap. To be completed with 38/50/60 mm inlet. CE-ISO21487 certification.
15206;11414;Imbuto Flex HD;HD Flex Funnel;Imbuto flessibile tipo Heavy Duty con retina filtro.;Heavy duty flexible funnel with mesh filter.
15217;15211;Soffietti Cardano Trasmissione Mercruiser;Driveshaft Transmission Bellows;Soffietti cardano trasmissione originali Mercruiser.;Mercruiser genuine driveshaft transmission bellows.
15218;15211;Soffietti Cavo e Scarico Trasmissione Mercruiser;Mercruiser Shift Cable and Exhaust Transmission Bellows;Soffietti cavo comando e scarico trasmissione originali Mercruiser.;Mercruiser genuine shift cable and exhaust transmission bellows.
15219;15211;Set Guarnizioni Montaggio Piede Mercruiser;Mercruiser Stern Drive Gasket Set;Set guarnizioni montaggio piede originali Mercruiser.;Mercruiser genuine stern drive gasket set.
15247;15246;Riser di Scarico per Mercruiser 3.0L/LX;Mercruiser 3.0L/LX Exhaust Riser;"Riser di scarico originale Mercruiser 12076A2 completo di viti e guarnizione. ↵
Per motori 3.0L/LX.";"Genuine Mercruiser 12076A2 exhaust riser complete with screws and gasket. ↵
Fits 3.0L/LX engines."
15248;15246;Collettore di Scarico per Mercruiser 3.0L/LX;Mercruiser 3.0L/LX Exhaust Manifold;"Collettore di scarico originale Mercruiser 860235A03 completo di viti e guarnizione. ↵
Per motori 3.0L/LX.";"Genuine Mercruiser 860235A03 exhaust manifold complete with screws and gasket. ↵
Fits 3.0L/LX engines."
15249;15246;Riser di Scarico per Mercruiser 4.3L/LX - 5.0L/LX - 5.7L/LX - 7.4L/LX;Mercruiser 4.3L/LX - 5.0L/LX - 5.7L/LX - 7.4L/LX Exhaust Riser;"Riser di scarico originale Mercruiser 807988A03. ↵
Per motori 4.3L/LX - 5.0L/LX - 5.7L/LX - 7.4L/LX. ↵
Da completare con guarnizione e 4 viti 5040412. ↵
I modelli 7.4L/LX hanno 3 viti 5040412 ed 1 vite 5040413. ↵
Disponibili i distanziali riser spacer kit da 3 e 6 pollici per allineare il sistema ↵
di scarico all'altezza necessaria. ";"Genuine Mercruiser 807988A03 exhaust riser. ↵
Fits 4.3L/LX - 5.0L/LX - 5.7L/LX - 7.4L/LX engines. ↵
To be completed with gasket and 4 screws 5040412. ↵
7.4L/LX models have 3 screws 5040412 and 1 screw 5040413. ↵
Available 3 and 6 inch riser spacer kit needed to adjust exhaust line height."
15250;15246;Collettore di Scarico per Mercruiser 4.3L/LX;Mercruiser 4.3L/LX Exhaust Manifold;"Collettore di scarico originale Mercruiser 99746A17 completo di guarnizione. ↵
Per motori 4.3L/LX. ↵
Da completare con 6 viti.";"Genuine Mercruiser 99746A17 exhaust manifold complete with gasket.↵ 
Fits 4.3L/LX engines. ↵
To be completed with 6 screws."
15251;15246;Collettore di Scarico per Mercruiser 5.0L/LX - 5.7L/LX;Mercruiser 5.0L/LX - 5.7L/LX Exhaust Manifold;"Collettore di scarico originale Mercruiser 860246A15 completo di guarnizione. ↵
Per motori 5.0L/LX - 5.7L/LX. ↵
Da completare con 4 viti.";"Genuine Mercruiser 860246A15 exhaust manifold complete with gasket. ↵
Fits 5.0L/LX - 5.7L/LX engines. ↵
To be completed with 4 screws."
15252;15246;Collettore di Scarico per Mercruiser 7.4L/LX;Mercruiser 7.4L/LX Exhaust Manifold;"Collettore di scarico originale Mercruiser 807078T10 completo di guarnizione. ↵
Per motori 7.4L/LX. ↵
Da completare con 8 viti 5040414 oppure con 4 viti 5040417 e 4 viti 5040414.  
";"Genuine Mercruiser 807078T10 exhaust manifold complete with gasket. ↵
Fits 7.4L/LX engines. ↵
To be completed with 8 screws 5040414 or with 4 screws 5040417 and 4 screws 5040414."
15253;15246;Riser di Scarico per Mercruiser 4.3MPI - 5.0MPI - 350MAG MPI - ALPHA - BRAVO - 6.2L MPI - 377MAG MPI;Mercruiser 4.3MPI - 5.0MPI - 350MAG MPI - ALPHA - BRAVO - 6.2L MPI - 377MAG MPI Exhaust Riser;"Riser di scarico originale Mercruiser 864591T02. ↵
Per motori 4.3MPI - 5.0MPI - 350MAG MPI - ALPHA - BRAVO - 6.2L MPI ↵
(serial number dal 0W310000 al 1A299999 compresi) - 377MAG MPI. ↵
Da completare con guarnizione e 4 viti.
";"Genuine Mercruiser 864591T02 exhaust riser. ↵
Fits 4.3MPI - 5.0MPI - 350MAG MPI - ALPHA - BRAVO - 6.2L MPI ↵
(serial number 0W310000 thru 1A299999) - 377MAG MPI engines. ↵
To be completed with gasket and 4 screws."
15254;15246;Collettore di Scarico per Mercruiser 4.3MPI;Mercruiser 4.3MPI Exhaust Manifold;"Collettore di scarico originale Mercruiser 864612T01 completo di guarnizione. ↵
Per motori 4.3MPI. ↵
Da completare con 6 viti.  
";"Genuine Mercruiser 864612T01 exhaust manifold complete with gasket. ↵
Fits 4.3MPI engines. ↵
To be completed with 6 screws."
15255;15246;Collettore di Scarico per Mercruiser 5.0MPI - 350MAG MPI - ALPHA - BRAVO - 6.2L MPI - 377MAG MPI;Mercruiser 5.0MPI - 350MAG MPI - ALPHA - BRAVO - 6.2L MPI - 377MAG MPI Exhaust Manifold;"Collettore di scarico originale Mercruiser 865735A02 completo di guarnizione. ↵
Per motori 5.0MPI - 350MAG MPI - ALPHA - BRAVO - 6.2L MPI (serial number dal 0W310000 al 1A299999 compresi) - 377MAG MPI. ↵
Da completare con 4 viti 5040411. ↵
I Modelli 6.2L MPI e 377MAG MPI vanno completati con 4 viti 5040404.";"Genuine Mercruiser 865735A02 exhaust manifold complete with gasket. ↵
Fits 5.0MPI - 350MAG MPI - ALPHA - BRAVO - 6.2L MPI (serial number 0W310000 thru 1A299999) - 377MAG MPI engines. ↵
To be completed with 4 screws 5040411. ↵
Models 6.2L MPI and 377MAG MPI have to be completed with 4 screws 5040404."
15256;15246;Riser di Scarico per Mercruiser 6.2L MPI (S/N 0M6000000W309999);Mercruiser 6.2L MPI (S/N 0M6000000W309999) Exhaust Riser;"Riser di scarico originale Mercruiser 864309T02. ↵
Per motori 6.2L MPI (serial number dal 0M600000 al 0W309999 compresi).&nbsp;↵
Da completare con guarnizione e 4 viti.
";"Genuine Mercruiser 864309T02 exhaust riser. ↵
Fits 6.2L MPI (serial number 0M600000 thru OW309999) engines. ↵
To be completed with gasket and 4 screws."
15262;15261;Supporti Antivibranti QS;QS Engine Mounts;"Supporti antivibranti per motori Diesel di bassa potenza. ↵
Certificati Det Norske Veritas. ↵
Perno M12 x Lunghezza 100 mm. ↵ 
(SH  Shore)";"Flexible mounts for small power Diesel engines. ↵
Det Norske Veritas certified. ↵
100 mm length M12 threaded stud. ↵
(SH  Shore)
"
15263;15261;Supporti Antivibranti QM;QM Engine Mounts;"Supporti antivibranti per motori Diesel di media potenza. ↵
Certificati Det Norske Veritas. ↵
Perno M16 x Lunghezza 110 mm. ↵
(SH  Shore)";"Flexible mounts for medium power Diesel engines. ↵
Det Norske Veritas certified. ↵
110 mm length M16 threaded stud. ↵
(SH  Shore)
"
15264;15261;Supporti Antivibranti QL;QL Engine Mounts;"Supporti antivibranti per motori Diesel di grande potenza. ↵
Certificati Det Norske Veritas. ↵
Perno M20 x Lunghezza 130 mm. ↵
(SH  Shore)";"Flexible mounts for large power Diesel engines. ↵
Det Norske Veritas certified. ↵
130 mm length M20 threaded stud. ↵
(SH  Shore)"
15266;15261;Supporti Antivibranti RS;Round RS Engine Mounts;"Supporti antivibranti per motori Diesel di piccola potenza. ↵
Perno M12 x Lunghezza 100mm. ↵
(SH  Shore)";"Flexible mounts for small power Diesel engines. ↵
100mm length M12 threaded stud. ↵
(SH  Shore)
"
15267;15261;Supporti Antivibranti RM;Round RM Engine Mounts;"Supporti antivibranti per motori Diesel di media potenza. ↵
Perno M12 x Lunghezza 100mm. ↵
(SH  Shore)";"Flexible mounts for medium power Diesel engines. ↵
100mm length M12 threaded stud. ↵
(SH  Shore)
"
15268;15261;Supporti Antivibranti RL;Round RL Engine Mounts;"Supporti antivibranti per motori Diesel di grande potenza. ↵
Perno M16 x Lunghezza 110mm. ↵
(SH  Shore)";"Flexible mounts for large power Diesel engines. ↵
110mm length M16 threaded stud. ↵
(SH  Shore)
"
15269;15261;Supporti Antivibranti Y;Y Engine Mounts;"Supporti antivibranti per motori Diesel Yanmar&nbsp;di bassa e media potenza.↵Perno M16 x H 70mm.&nbsp;(SH  Shore)";"Yanmar Type flexible mounts for small and medium power Diesel engines. ↵70mm length M16 non-removable threaded stud. (SH  Shore)
"
15270;15261;Supporti Antivibranti VD;VD Engine Mounts;"Supporto antivibrante con struttura a V per grandi flessioni con carichi bassi.↵ 
Per piccoli motori che lavorano gran parte del tempo a bassa velocità.";"V structure flexible mount for big stress with little load. ↵
For small engines working most of the time at low run."
15271;15261;Supporti Finecorsa;End Rail Flexible Mounts;Supporto elastico di fine corsa.;End rail flexible mounts.
15272;4243;Collare Inox T-Bolt HD ;S/Steel T-Bolt HD Collar;Collare a bullone per uso professionale e gravoso con una coppia di serraggio 5 volte superiore. Banda, vite e dado in Acciaio Inox AISI 316.;Professional heavy duty collar clamp with more than 5 times coupling retention of standard clamps. 316 Stainless Steel band, screw and nut.
15278;5094;Idroali StingRay Hydrofoil Starfire;StingRay Starfire Hydrofoils;"Idroali StingRay Hydrofoil Starfire con profilo posteriore libero Delta-Wing. Contengono tutte le migliori caratteristiche ad un costo contenuto. Costruite con materiale idrofillico permeabile all'acqua che non produce attrito. Installazione senza foratura della 
piastra anticavitazione del motore. Larghezza fessura fissaggio 175 mm.↵↵-Riducono il consumo di carburante↵ -Aumentano la spinta e la velocità di punta↵-Dimezzano il tempo di planata↵ 
-Stabilizzano l'imbarcazione durante la navigazione↵ -Riducono il beccheggio e la cavitazione";StingRay Starfire Hydrofoils with swept back Delta-Wing profile. All the best StingRay characteristics for a lower price. Made of hydrophilic water-absorbing material that eliminates friction. No-drill installation. Fixing socket width 175 mm.↵ ↵-Save money by saving fuel.↵-Increase thrust and top speed.↵-Plane in half the time.↵-Stabilizes the boat.↵-Reduce chinewalking and porpoising.
